,label,Time,cleaned,Text
10,1,7/7/21,"['chip', 'perfect', 'healthy', 'calorie', 'one', 'tasty', 'fat', 'high', 'find', 'plus', 'fiber', 'want', 'good', 'few', 'taste', 'nutrition', 'blend']",these chips are the only ones i found to be tasty and healthy. they have fewer fat calories plus higher fiber for those who want good taste and nutrition--the perfect blend!
11,1,27/6/21,"['chip', 'buy', 'delicious', 'box', 'also', 'purchase', 'healthy', 'carry', 'find', 'fresh', 'amazon', 'use', 'remember', 'definately', 'longer', 'supermarket', 'local']","i used to buy these at the local supermarket, but they are no longer carried there.  finding them on amazon i purchased a box and found they were fresh and delicious as i remembered.  for chips they are also very healthy.  i definately will buy them again."
12,1,21/7/21,"['additive', 'also', 'without', 'pound', 'possible', 'wheat', 'treat', 'portion', 'liver', 'pocket', 'year', 'additives', 'bill', 'sensitivity', 'anti-allergenic', 'feed', 'problem', 'train', 'enthusiastically', 'muck', 'healthy', 'recipe', 'ingredients', 'recommend', 'dog', 'biscotti', 'epileptic', 'bite-size', 'bit', 'perfect', 'seizure', 'trigger', 'look', 'make', 'fill', 'reward', 'top-quality', 'add', 'give']","i've been feeding liver biscotti for years. i was looking for a healthy treat without additives for my epileptic dog (additives can be a seizure trigger) and liver biscotti filled the bill. the ingredients are top-quality. the bite-size bits are perfect for training and don't muck up your pockets. the bite-size portions also make it possible to give rewards without adding pounds, which is a problem with other treats.  and for dogs with wheat and other sensitivities, there is an anti-allergenic recipe. enthusiastically recommended!"
13,1,18/6/21,"['chip', 'potato', 'popchips', 'flavor', 'suppose', 'regular', 'eat', 'highly', 'much', 'gluten', 'healthy', 'recommend', 'seem', 'gluten-free', 'look', 'great', 'snack', 'got', 'taste']","i got these for my gf as she isn't supposed to eat any gluten.  all of the flavors taste great and they seem to be much healthier than regular potato chips.  if you are looking for a gluten-free snack, i highly recommend popchips!"
14,1,7/7/21,"['chip', 'see', 'remind', 'craving', 'munchos', 'less', 'regular', 'free', 'greasy', 'try', 'sample', 'swap']","i have a free sampling of these chips and i can see me swapping them for my regular chip cravings. they remind me of munchos, but are less greasy. try them."
15,1,30/6/21,"['tried', 'chip', 'enjoy', 'hotel', 'second', 'order', 'ordered', 'everyone', 'stay', 'office', 'love']","i tried this chips in a hotel that i stayed at, and loved them! i ordered them for the office and everyone enjoyed them. i'm on my second order!"
16,1,1/7/21,"['chip', 'pepper', 'cream', 'seat', 'healthy', 'alternative', 'favorite', 'fatty', 'pop', 'salt', 'sour', 'regular', 'absolutely', 'onion', 'love', 'crave']","i absolutely love pop chips as a healthy alternative to regular, fatty chips.  the seat salt and pepper and the sour cream and onion are my favorites.  i don't crave regular chips at all!"
17,1,24/8/21,"['week', 'chip', 'however', 'parmessan', 'also', 'potato', 'guilt-free', 'last', 'lay', 'think', 'flavor', 'pack', 'know', 'never', 'pretty', 'aisle', 'half', 'cannot', 'low', 'food', 'sharp', 'say', 'many', 'day', 'month', 'town', 'entire', 'try', 'crisp', 'avoid', 'enough', 'even', 'pick', 'delicious', 'couldnt', 'consume', 'didnt', 'thing', 'shortly', 'buy', 'healthy', 'heb', 'first', 'bag', 'strong', 'crunch', 'garlic', 'mean', 'combine', 'help', 'stock', 'bold', 'snack', 'follow', 'almost', 'afraid', 'deliver', 'knock', 'need', 'go', 'entirely', 'local']","i picked up a few bags of these at my local heb and couldnt help but consume half of a bag in a day. the entire stock didnt last even a week for me.<br /><br />many chips say they have a bold flavor but they never deliver. these, however, do. i tried the garlic parmessan chips and the first things i thought was how strong and delicious the parmessan was.. shortly followed by a garlic flavor. combined with a sharp crunch, i cannot have enough of these chips. i'm almost afraid to buy a 24 pack because i know they won't last a month.<br /><br />it also helps that these things are pretty healthy for you. i mean, they are a potato crisp so you can't be entirely guilt-free... but i don't knock myself for going to town. i just avoid the potato chip aisle these are on when i need to lay low on the snack foods ;)"
18,1,21/7/21,"['chip', 'stuck', 'vend', 'make', 'great', 'healthy', 'snack', 'sustenance', 'always', 'love', 'machine', 'work']",i love these chips! they always make a great healthy snack when i'm stuck at work with just the vending machine for sustenance.
19,1,25/6/21,"['chip', 'nearly', 'potato', 'un-palatable', 'substitute', 'heart', 'thought', 'corn', 'style', 'cook', 'oil', 'salt', 'usual', 'sun', 'diet', 'sheet', 'plywood', 'healthy', 'good', 'multi-grain', 'whatever', 'regime', 'texture', 'would', 'add', 'except']","the 'sun chips' are an ok substitute for the usual potato, corn, whatever chip cooked in oil and over salted.  they are not nearly as un-palatable as i thought they would be.  have added them to my 'heart healthy' diet regime.  all are good except for the 'multi-grain' style, which has the texture of a sheet of plywood."
20,1,13/9/21,"['chip', 'variety', 'nearly', 'also', 'probably', 'fun', 'pack', 'want', 'regular', 'highly', 'fatten', 'healthy', 'good', 'recommend', 'really', 'version', 'would', 'give', 'get', 'bad']","this chips are really good and it's fun getting the variety pack.  now, are they as good as ""regular"" chips?  probably not, but they're also not nearly as fattening and bad for you as regular chips.  given that these are a healthier version if you want chips, i would highly recommend them!"
21,1,18/6/21,"['chip', 'discover', 'without', 'give', 'fat', 'popchips', 'flavor', 'pack', 'bbq', 'time', 'salt', 'vinegar', 'try', 'pepper', 'healthy', 'good', 'first', 'cal', 'bag', 'favorite', 'love', 'value', 'great', 'snack', 'glad', 'taste', 'except', 'get']","tried the bbq popchips for the first time and loved them so got the value pack to try more flavors. loved them all except the salt and pepper chips which weren't that great. good healthy snack without giving up the taste. so glad i discovered these! salt and vinegar are my favorite! 100 cal/bag, 3.5g fat/bag"
22,1,7/7/21,"['also', 'come', 'annoyed', 'paperclip', 'offer', 'refrigerator', 'think', 'small', 'use', 'tiny', 'little', 'thick', 'train', 'like', 'may', 'dog', 'work', 'look', 'wide', 'reward', 'take', 'add', 'give', 'another', 'artificial', 'probably', 'peanut', 'flavor', 'large', 'longer', 'kid', 'fact', 'say', 'rarely', 'stash', 'technique', 'bake', 'color', 'healthy', 'good', 'butter', 'miniscule', 'whole', 'sure', 'make', 'got', 'son', 'taste', 'go', 'surprise', 'yesterday', 'would', 'later', 'tool', 'low-fat', 'inhale', 'today', 'sugar', 'full', 'half', 'might', 'discipline', 'teach', 'second', 'maybe', 'preservatives', 'salt', 'entire', 'enough', 'least', 'see', 'allow', 'put', 'family', 'appear', 'seem', 'excited', 'hopefully', 'overweight', 'follow', 'obey', 'refine', 'max', 'natural', 'ate', 'treat', 'food', 'time', 'floor', 'one', 'eat', 'fraction', 'although', 'command', 'stretch', 'back', 'visualize', 'right', 'get']","we'll see how these work out in our family over time. i'm not sure that i am disciplined enough to make good use of them, although it might be a good technique for teaching my dog. they appear to be good for what they are, a very tiny, but healthy, reward. right now i can visualize them being used as a reward for following commands, a training tool. i was surprised at how tiny these treats were. they seem to taste good enough, but they are miniscule! they are just a fraction longer than a small paperclip and about half as wide, maybe 1/4 as thick.<br /><br />my dog was a little annoyed, but took it when i gave it to him. that was yesterday. today he came in excited to get his ""treat"", looked at it as if to say, ""you've got to be kidding!"" then he took it and ate it. a little later i offered him another one. he put it on the floor and looked hopefully at his stash of larger treats, but when he didn't get one, he went back and took this one.<br /><br />i think these might be good for rewards for obeying commands. treats? that's stretching it.<br /><br />they may also be good for my son's dog who rarely gets treats because she's overweight and would eat the whole entire refrigerator full of food if allowed. at least she would get a treat. large treats take her 5 seconds. she'll probably inhale these, one second max.<br /><br />i like the fact that these are low-fat, with no added salt, no refined sugar, no artificial flavors, colors or preservatives. it says, ""treats baked with natural peanut butter."""
23,1,15/7/21,"['sodium', 'come', 'pesticide', 'find', 'hard', 'know', 'two', 'kid', 'low', 'top', 'time', 'residue', 'happyfamily', 'organic', 'free', 'vegetable', 'much', 'thankful', 'gmos', 'old', 'happymunchies', 'along', 'mom', 'snack', 'introduce']","i am a mom of 3 kids. with my older two i had such a hard time finding a snack for them that didn't have so much sodium! when my 3rd came along, happyfamily introduced happymunchies. i was so thankful to find a snack low in sodium and with a vegetable too! and to top it off, it is organic so i know it is free of pesticide residue and gmos!"
24,1,11/7/21,"['also', 'without', 'pleased', 'size', 'bulk', 'toddler', 'flavor', 'plum', 'sit', 'fruit', 'save', 'food', 'fee', 'organic', 'easy', 'nothing', 'one', 'subscribe', 'small', 'free', 'handle', 'eat', 'little', 'explosive', 'feed', 'suck', 'thing', 'like', 'much', 'bpa', 'cheap', 'airplane', 'healthy', 'order', 'everywhere', 'old', 'good', 'store', 'love', 'let', 'baby', 'pouch', 'test', 'make', 'sooooo', 'son', 'rather', 'big', 'assure', 'case', 'take', 'add', 'squeeze', 'get', 'later']","we love these baby food things in a little pouch. sooooo much easier to feed to a baby or toddler on the go. our son loves sucking the fruit out and we are pleased that it is both organic and healthy with nothing added - just fruit. for smaller ones, not good to let them handle it themselves, because they love to squeeze it, which gets things everywhere. but older ones can feed to themselves. i like the 3.17 size rather than the bigger one that plum organics has for some of the other flavors. it assures that he will eat all or most of it in one sitting rather than having to save some for later. you can also take this size on airplanes without having to have it tested for explosives - not the case with the bigger pouches. i also like that it is bpa free. if your little one likes them, ordering in bulk and with subscribe and save makes them much cheaper than at the store."
25,1,7/10/21,"['bought', 'muffins', 'water', 'sell', 'cent', 'one', 'easy', 'per', 'require', 'supermarket', 'mix', 'instead', 'egg', 'love', 'muffin', 'work', 'box', 'deal', 'make', 'great', 'vitamuffins']","i love vitamuffins, but my supermarket sells one box of 4 muffins for $6.29.  instead i bought the mix, 3 boxes for $16.00, and each box makes 12 muffins. instead of $1.62 per muffin, the mix only requires water & eggs and works out to about 48 cents per muffin, and very easy to make. that's a great deal."
26,1,6/7/21,"['vitamin', 'approve', 'vitalicious', 'calorie', 'well', 'fat', 'sugar', 'anything', 'makeover', 'quite', 'treat', 'kid', 'bakery', 'school', 'extra', 'corn', 'sell', 'elsewhere', 'chocolate', 'cut', 'bland', 'one', 'fresh', 'laden', 'breakfast', 'junk', 'fuel', 'happy', 'like', 'bake', 'generally', 'healthy', 'indulgence', 'good', 'especially', 'send', 'midmorning', 'muffin', 'look', 'snack', 'product', 'glad', 'expect', 'amount', 'local', 'get', 'bad']","i generally like vitalicious products. the corn muffin, well, for 100 calories it's not bad. but if you are expecting anything like the sugar/fat laden junk that your local bakery sells, look elsewhere. this is like a healthy makeover that doesn't quite cut it, but they're not bad. for the same amount of calories, the chocolate one is more of an indulgence, but this one is good for a bland breakfast treat, especially baked fresh.<br />my kids are happy to get any extra snacks, so they approve...i send with them to school for a midmorning snack. im glad they get fuel and vitamins."
27,1,18/6/21,"['however', 'sacrifice', 'consider', 'well', 'artificial', 'probably', 'symptom', 'flavor', 'infection', 'heard', 'food', 'numerous', 'hat', 'tasty', 'ear', 'due', 'try', 'specifically', 'eat', 'adjust', 'something', 'little', 'extremely', 'formula', 'diet', 'tell', 'even', 'pet', 'like', 'fishy', 'much', 'lamb', 'thing', 'paw', 'rice', 'healthy', 'change', 'trainer', 'good', 'may', 'recommend', 'dog', 'store', 'choice', 'owner', 'salmon', 'chew', 'prone', 'employee', 'unfortunately', 'rather', 'taste', 'lot', 'wellness', 'new', 'vet', 'smelt', 'allergy']","my dog had been prone to ear infections and did a lot of paw chewing when his vet recommended changing his diet because his symptoms may be due to a food allergy. she specifically recommended the salmon and rice formula. unfortunately, my dog hated the salmon and rice and it smelt extremely fishy. i tried the lamb and rice formula and he likes it much better. i've heard numerous good things about wellness from my dog trainer, as well as other pet owners and pet store employees. my dog is adjusting to the new food well. however, i can tell he doesn't consider it the most tasty of choices- probably because it doesn't have the artificial flavoring in it. but i'd rather him eat something much healthier even if we have to sacrifice a little on the taste."
28,1,7/7/21,"['see', 'length', 'cooky', 'video', 'span', 'great', 'watch', 'min', 'tiny', 'really', 'class']","<span class=""tiny""> length:: 1:00 mins<br /><br /></span>these cookies are so great! watch our video to see how great they really are!!!"
29,1,27/7/21,"['pleased', 'watch', 'preparation', 'never', 'finally', 'antibiotic', 'part', 'coccidia', 'month', 'mismanagement', 'mix', 'credit', 'feed', 'dog', 'point', 'actually', 'honest', 'inflammatory', 'take', 'add', 'give', 'completely', 'consider', 'total', 'oppose', 'fluffier', 'sick', 'day', 'nothing', 'puppy', 'aggressive', 'choose', 'holistic', 'glossy', 'healthy', 'good', 'recommend', 'weight', 'life', 'reach', 'coat', 'cooking', 'make', 'photo', 'would', 'disease', 'able', 'sojo', 'medication', 'strongly', 'include', 'extra', 'cook', 'road', 'arrive', 'thrilled', 'year', 'treatment', 'giardia', 'kibble', 'extremely', 'diet', 'perhaps', 'much', 'result', 'prednisone', 'veterinary', 'first', 'course', 'almost', 'report', 'prepare', 'show', 'homemade', 'meat', 'improvement', 'time', 'dramatic', 'minute', 'thrill', 'episode', 'clean', 'raw', 'veterinarian', 'plus', 'worth', 'vet', 'bowel', 'get']","actually, sojo's strongly recommends that the meat you add to their mixes be raw, but it an be cooked as i choose to do.  my dog arrived with coccidia and giardia as a puppy.  through veterinary mismanagement, he was never completely healthy for the first 2 1/2 years of his life.  after watching him get sicker on an aggressive course of antibiotics and prednisone for his inflammatory bowel disease, i took him to a holistic veterinarian.  part of his treatment has been a homemade diet of sojo's and meat plus no medications.  i'm extremely pleased to report he has had no gi episodes in over 6 months and has reached a point where i consider him healthy.  his coat is glossy and much fluffier than before he's finally at a good weight.  i have before and after photos that show a dramatic improvement,much of which i credit to sojo's.<br /><br />it does take some extra time to prepare as opposed to kibble, but i make 4 days worth at a time. this takes me about 30 - 40 minutes total which includes down time while the meat is cooking and cleaning up after.  to be completely honest, i'm not thrilled about cooking for my dog but i am thrilled with the results.  if i was able to feed him raw (perhaps down the road, when our vet gives the ok), preparation time would  be almost nothing."
30,1,13/7/21,"['also', 'routine', 'think', 'seed', 'anything', 'wheat', 'fry', 'stir', 'flour', 'organic', 'bread', 'price', 'diet', 'dish', 'bake', 'healthy', 'put', 'good', 'really', 'must', 'along', 'sunflower', 'ingredient', 'smoothie']","it's also a routine baking ingredient. i put it into my bread along with sunflower seeds and organic wheat flour. i also put it into my smoothie, stir fry dishes....anything you can think of! good price and really, it's a must have for a healthy diet!"
31,1,13/9/21,"['chip', 'almond', 'delicious', 'healthy', 'snack', 'well', 'try', 'crunch', 'agree']",i have tryed the almond crunch and is delicious and healthy snack better than chips try it you'll agree
32,1,7/9/21,"['provide', 'love', 'smoothies', 'lemon', 'plain', 'green', 'product', 'powder', 'ginger', 'use', 'tea', 'benefit', 'health', 'fruit']",i use the powdered tea powder in my fruit smoothies.  provides you all the health benefits of green tea.  love the product and use both the plain and lemon ginger.
33,1,17/4/21,"['load', 'without', 'packet', 'flavor', 'never', 'water', 'bottle', 'quite', 'lemon', 'metabolism', 'green', 'bother', 'antioxidant', 'tea', 'nice', 'boost', 'warmed', 'good', 'ginger', 'yadda', 'brewing', 'great', 'taste', 'add', 'give']","green tea is good for you, loaded with antioxidants, boosts your metabolism, yadda, yadda, yadda, but i never quite warmed up to the taste.  until now.  the lemon and the ginger give this a very nice flavor.  and it is so great that i can just add a packet to my water bottle and go, without the bother of brewing it."
34,1,10/3/21,"['certainly', 'yogurt', 'health', 'fiberplus', 'part', 'list', 'yes', 'whenever', 'high', 'nice', 'nut', 'next', 'like', 'decent', 'lose', 'compare', 'need', 'cluster', 'texture', 'add', 'though', 'grape', 'flavor', 'close', 'wheat', 'plain', 'yet', 'sale', 'try', 'antioxidant', 'even', 'oatmeal', 'healthy', 'fiber', 'raisin', 'broken', 'good', 'especially', 'crunch', 'make', 'taste', 'bar', 'mini', 'line', 'instance', 'high-fiber', 'shredded', 'sugar', 'serve', 'bran', 'include', 'litter', 'typically', 'grocery', 'per', 'horrendous', 'enough', 'price', 'usually', 'really', 'tried', 'kind', 'bonus', 'cereal', 'apart', 'lot', 'lb', 'yeast', 'calorie', 'bring', 'cardboard', 'cat', 'low', 'food', 'kitty', 'one', 'eat', 'several', 'kashi', 'berry', 'frost', 'appetizing', 'help', 'option', 'dietary', 'bottom', 'right']","i eat a lot of cereal, and that includes a lot of the high-fiber kinds. oatmeal, mini (frosted) shredded wheat and raisin bran are usually what i'd eat when i needed to lose a few lbs., but there have been a few instances where i tried the ""healthier"" options. i've tried several of the kashi cereals, but they weren't very appetizing. the plain one had a cardboard taste. next, i tried grape nuts, which is like a horrendous yeast flavored cat food (though it's closer to kitty litter in texture.) that brings me to fiberplus antioxidants.<br /><br />this berry yogurt crunch is certainly one of the better tasting high-fiber cereals i've eaten. it's like a decent health bar broken apart into cereal. the clusters of yogurt really help, but even the plain cereal is decent enough on its own. yes, there are 12g of sugar per serving, but the 10g of fiber and 170 calorie parts more than make up for it. especially if you compare it to raisin bran and frosted shredded wheat, which are typically higher in sugar and calories, yet lower in dietary fiber. the antioxidants are a nice bonus, too.<br /><br />the bottom line is that i'll add this to my grocery list whenever it's on sale or the price is right."
35,1,17/4/21,"['adult', 'young', 'cat', 'urine', 'close', 'natural', 'know', 'market', 'food', 'one', 'organic', 'want', 'high', 'comparison', 'longevity', 'day', 'best', 'try', 'year', 'enjoy', 'active', 'diet', 'junk', 'indoor', 'happy', 'pet', 'issue', 'younger', 'science', 'healthy', 'crack', 'put', 'mature', 'old', 'graze', 'seem', 'crystal', 'veterinarian', 'refer', 'quality', 'regardless', 'count', 'lot', 'overfeed', 'go', 'since', 'new', 'prescription']","i don't know why science diet is being referred to as junk food, as it is one of the higher quality foods on the market. a lot of the new organic and natural cat foods are not as healthy for pets as they are cracked up to be. but regardless, my veterinarian wanted me to put my 2 year old cat on a prescription food because of the high count of crystals in her urine. after some comparisons, science diet mature adult active longevity is the closest to the prescription food. both my cats, the younger one and the older (10) are on this food and they seem to enjoy it. they both graze all day and are indoor cats so i try my best not to overfeed them. my younger cat has not had issues with her urine since she went on this food and we are all happy :)"
36,1,21/1/21,"['noticeably', 'note', 'also', 'give', 'brand', 'others', 'alternative', 'size', 'fat', 'sugar', 'mineral', 'every', 'vitamins', 'unless', 'type', 'hard', 'serve', 'write', 'cookie', 'true', 'door', 'elsewhere', 'chocolate', 'best', 'want', 'stop', 'excellent', 'website', 'similar', 'try', 'ship', 'three', 'convenience', 'enjoy', 'whonu', 'healthier', 'delicious', 'pleasure', 'cooky', 'creme', 'allow', 'fiber', 'occasional', 'name', 'good', 'recommend', 'really', 'overall', 'love', 'major', 'bit', 'best-known', 'look', 'expensive', 'snack', 'awesome', 'definitely', 'plus', 'guilty', 'amount', 'guess', 'carb', 'almost', 'sandwich']","these chocolate sandwich creme cookies by whonu? are every bit as delicious as similar brands but they are healthier for you. true, they have almost the same sugar, fat and carb amounts of the best-known name brand of these cookies; but as others have noted they also give you fiber with noticeably more vitamins and minerals than that other brand. this is a plus!<br /><br />they're really good as a snack and it's hard to stop at the serving size of just three cookies; but i guess i'm allowed an occasional guilty pleasure! as i write this they are a bit too expensive on this website; try looking for these cookies elsewhere unless you want the convenience of having them shipped to your door.<br /><br />overall, these awesome chocolate sandwich creme cookies by whonu? are the best! i definitely recommend them as an excellent, healthier alternative to the major name brand of this type of cookie.<br /><br />i love `em! enjoy!"
37,1,30/1/21,"['chip', 'also', 'dry', 'brownie', 'fat', 'low', 'chocolate', 'still', 'use', 'something', 'little', 'end', 'mix', 'buy', 'like', 'recipe', 'else', 'usually', 'bit', 'otherwise', 'case', 'add']",we like this brownie mix and i usually use the low fat recipe on it. i also add chocolate chips or something else to it otherwise it ends up a little bit dry.<br /><br />we still buy this by the case.
38,1,13/2/21,"['brownie', 'seed', 'wheat', 'never', 'improvement', 'real', 'complain', 'flour', 'guest', 'time', 'little', 'splenda', 'like', 'cocoa', 'good', 'first', 'minimize', 'whole', 'turn-off', 'make', 'big', 'texture', 'add', 'flax']","these brownies are good, but the flax seed texture can be a real turn-off.  to minimize it, i added a little whole wheat flour, splenda and cocoa - big improvement and my guests never complained (like they did the first time i made the brownies!)."
39,1,15/1/21,"['well', 'ago', 'full', 'flavor', 'anywhere', 'yet', 'cost', 'light', 'month', 'day', 'easy', 'still', 'eat', 'travel', 'problem', 'fluffy', 'cheap', 'like', 'although', 'much', 'order', 'teeth', 'old', 'good', 'first', 'love', 'bit', 'daughter', 'snack', 'fill', 'veggie', 'worth', 'nutrient', 'take', 'gerber', 'mini', 'get']","we just got our first order a few days ago, and my 10 month old daughter loves them! they're just like the gerber mini veggies, but much cheaper. although they still cost a good bit, having a nutrient filled, easy to take anywhere travel snack is well worth it. my daughter doesn't have any teeth yet, and she hasn't had any problems eating them. they're light and fluffy, yet full of flavor."
40,1,6/3/21,"['chip', 'face', 'calorie', 'cake', 'expiration', 'cardboard', 'piece', 'pack', 'etc', 'sell', 'area', 'open', 'month', 'crunchy', 'thicker', 'dip', 'stop', 'excellent', 'base', 'use', 'price', 'like', 'date', 'rice', 'usually', 'good', 'store', 'carry', 'sure', 'make', 'taste', 'speciality', 'sandwich']","i am not sure why the 2 speciality stores in my area stopped carrying these as they were usually sold out. the cakes are 18 calories, crunchy and good--not like the cardboard taste of thicker rice cakes. excellent as a base for pb&j, or to make an open face sandwich, or to use in pieces like a chip for dips, etc. good price on the 12 pack with a 10 month expiration use date."
41,1,8/6/21,"['calorie', 'others', 'cake', 'watch', 'thinner', 'peanut', 'full', 'serve', 'exactly', 'base', 'regular', 'eat', 'highly', 'pb2', 'supermarket', 'usual', 'delicious', 'rice', 'recommendation', 'butter', 'recommend', 'dense', 'weight', 'cover', 'air', 'purchase', 'taste']",i purchased these based on others recommendations. the rice cakes are delicious. thinner than the usual rice cakes in the supermarkets. dense...not full of air. i covered them with pb2 (those watching their weight can eat peanut butter for 45 calories a serving vs 190 for regular pb and it tastes exactly the same). i too highly recommend these rice cakes.
42,1,7/1/21,"['research', 'spend', 'food', 'afghan', 'hour', 'dry', 'great', 'many', 'unhealthy', 'star', 'diamond', 'find', 'dog', 'natural', 'even', 'get']","over 90% of dry dog food is very unhealthy and can not even get 1 or 2 stars out of 5 or 6. diamond naturals is a great food. i have 6 afghans and i've spent many, many hours of research to find this out."
43,1,17/4/21,"['feel', 'well', 'offer', 'anyone', 'piece', 'cinnamon', 'large', 'kid', 'month', 'small', 'year', 'enjoy', 'pick', 'easily', 'old', 'good', 'recommend', 'apple', 'love', 'great', 'snack', 'definitely', 'taste', 'would']",this is a very good snack that i feel great about offering my 10 month old.  she can easily  pick up the small pieces and definitely enjoys the apple cinnamon taste.  my 5 year old loves them as well!  i would definitely recommend these to anyone with small (or larger) kids.  :)
